Ensg	Hgnc	Rank	Zscore	HP:0002069	HP:0002121	HP:0011198
ENSG00000179141	MTUS2-AS1	32088	-0.24	-0.956	-0.715	1.256
ENSG00000214262	ANKRD36BP1	32089	-0.24	-1.335	0.94	-0.02
ENSG00000251931	RNU6-871P	32090	-0.24	0.154	-0.206	-0.363
ENSG00000252987	RNA5SP66	32091	-0.24	-0.49	0.574	-0.5
ENSG00000229294		32092	-0.24	-0.522	0.777	-0.671
ENSG00000260414		32093	-0.24	-1.404	0.183	0.805
ENSG00000200650	RNA5SP114	32094	-0.24	0.223	-1.173	0.534
ENSG00000266583	MIR4478	32095	-0.24	-0.18	-0.792	0.556
ENSG00000235463		32096	-0.24	-0.738	0.503	-0.181
ENSG00000244662		32097	-0.24	-0.062	0.214	-0.568
ENSG00000255196	OR4A17P	32098	-0.24	0.033	0.263	-0.713
ENSG00000239002	SCARNA10	32099	-0.24	-1.616	1.534	-0.334
ENSG00000224124	POM121L10P	32100	-0.24	-0.999	0.781	-0.199
ENSG00000277239		32101	-0.241	-0.163	-0.093	-0.161
ENSG00000110799	VWF	32102	-0.241	-0.629	0.534	-0.322
ENSG00000180573	HIST1H2AC	32103	-0.241	-0.378	-0.179	0.14
ENSG00000232537		32104	-0.241	-0.808	0.912	-0.521
ENSG00000095585	BLNK	32105	-0.241	0.192	-0.189	-0.42
ENSG00000092445	TYRO3	32106	-0.241	0.711	-0.266	-0.862
ENSG00000227893	LINC00352	32107	-0.241	-0.028	0.855	-1.244
ENSG00000140263	SORD	32108	-0.241	1.181	-0.543	-1.055
ENSG00000265954	MIR4749	32109	-0.241	-0.389	-0.96	0.932
ENSG00000215952	MIR921	32110	-0.241	-0.451	-0.368	0.401
ENSG00000242068		32111	-0.241	-1.595	1.205	-0.027
ENSG00000253825		32112	-0.241	0.382	0.173	-0.973
ENSG00000224792		32113	-0.241	-0.478	-0.53	0.59
ENSG00000242042	LINC01743	32114	-0.241	-0.498	-0.004	0.084
ENSG00000229347		32115	-0.241	-0.094	-0.13	-0.194
ENSG00000278256		32116	-0.241	0.294	-0.011	-0.7
ENSG00000225012		32117	-0.241	0.533	-0.593	-0.358
ENSG00000168421	RHOH	32118	-0.241	-0.563	0.294	-0.15
ENSG00000150457	LATS2	32119	-0.242	-0.997	-1.585	2.164
ENSG00000229671	LINC01150	32120	-0.242	0.011	-0.857	0.427
ENSG00000233985	LINC01681	32121	-0.242	-0.949	0.488	0.043
ENSG00000223724	RAD17P2	32122	-0.242	0.036	1.156	-1.61
ENSG00000238594		32123	-0.242	-0.028	0.456	-0.846
ENSG00000249829		32124	-0.242	-1.654	0.558	0.677
ENSG00000135324	MRAP2	32125	-0.242	-1.517	1.402	-0.304
ENSG00000180259	PRNT	32126	-0.242	0.148	-0.377	-0.19
ENSG00000199015	MIR377	32127	-0.242	-0.102	-0.414	0.096
ENSG00000184140	OR4F6	32128	-0.242	-0.044	-0.012	-0.364
ENSG00000120235	IFNA6	32129	-0.242	0.08	-0.507	0.007
ENSG00000150867	PIP4K2A	32130	-0.242	-0.24	1.888	-2.068
ENSG00000277675		32131	-0.242	0.475	-1.02	0.125
ENSG00000180172	RPS12P23	32132	-0.242	0.284	0.155	-0.859
ENSG00000254434		32133	-0.243	-0.203	0.15	-0.368
ENSG00000271659		32134	-0.243	0.48	-1.197	0.297
ENSG00000224797		32135	-0.243	-0.357	-0.122	0.059
ENSG00000172748	ZNF596	32136	-0.243	1.579	0.313	-2.312
ENSG00000244134	RPS12P20	32137	-0.243	0.527	-0.8	-0.147
ENSG00000213003	BTF3P12	32138	-0.243	0.038	0.135	-0.593
ENSG00000269227		32139	-0.243	-0.773	0.557	-0.205
ENSG00000212126	TAS2R50	32140	-0.243	-0.538	-0.002	0.12
ENSG00000223217	RNU6-938P	32141	-0.243	-0.598	-0.538	0.715
ENSG00000281325		32142	-0.243	0.607	-1.406	0.378
ENSG00000244045	TMEM199	32143	-0.243	-1.53	-2.284	3.393
ENSG00000125633	CCDC93	32144	-0.243	-0.364	0.42	-0.477
ENSG00000225259	ST13P6	32145	-0.243	0.002	-0.2	-0.222
ENSG00000211665	IGLV3-16	32146	-0.243	-0.455	1.191	-1.158
ENSG00000238188		32147	-0.243	-0.489	-0.09	0.158
ENSG00000189139	FSCB	32148	-0.243	-1.1	-0.013	0.691
ENSG00000260287	TBC1D3G	32149	-0.243	0.942	-0.046	-1.318
ENSG00000101144	BMP7	32150	-0.243	0.775	-1.789	0.593
ENSG00000162694	EXTL2	32151	-0.243	-1.597	0.618	0.557
ENSG00000229892		32152	-0.243	-0.051	-0.191	-0.179
ENSG00000244441		32153	-0.244	0.79	-0.955	-0.257
ENSG00000261260		32154	-0.244	-0.296	0.039	-0.165
ENSG00000248775		32155	-0.244	0.454	0.293	-1.169
ENSG00000223850	MYCNUT	32156	-0.244	1.139	-0.905	-0.656
ENSG00000274516	FAM74A6	32157	-0.244	-0.215	-0.062	-0.145
ENSG00000275457		32158	-0.244	-1.043	0.405	0.216
ENSG00000254084		32159	-0.244	-0.334	0.901	-0.988
ENSG00000236417	CTSLP1	32160	-0.244	0.029	-1.547	1.095
ENSG00000006837	CDKL3	32161	-0.244	0.497	-1.209	0.29
ENSG00000258354		32162	-0.244	0.182	0.019	-0.623
ENSG00000214434	NIFKP1	32163	-0.244	-0.277	-0.24	0.094
ENSG00000233673	ANAPC1P1	32164	-0.244	-0.204	-1.969	1.75
ENSG00000211771	TRBJ2-7	32165	-0.244	-0.173	-0.288	0.039
ENSG00000185290	NUPR2	32166	-0.244	0.495	-0.712	-0.206
ENSG00000224486	HCG19P	32167	-0.244	0.099	-0.402	-0.12
ENSG00000262235	TMF1P1	32168	-0.244	-0.72	-0.356	0.654
ENSG00000244053	RPL13AP2	32169	-0.244	-1.849	0.988	0.439
ENSG00000182095	TNRC18	32170	-0.244	-0.294	-0.06	-0.069
ENSG00000164946	FREM1	32171	-0.244	-0.131	1.038	-1.33
ENSG00000274919		32172	-0.244	-0.716	-0.081	0.374
ENSG00000136451	VEZF1	32173	-0.245	-0.233	1.198	-1.388
ENSG00000269958		32174	-0.245	3.264	-1.611	-2.077
ENSG00000087053	MTMR2	32175	-0.245	-0.393	-0.903	0.873
ENSG00000259347		32176	-0.245	-0.997	1.615	-1.043
ENSG00000272250		32177	-0.245	-0.1	-0.492	0.169
ENSG00000131482	G6PC	32178	-0.245	0.558	0.506	-1.488
ENSG00000238047	MTND1P30	32179	-0.245	-0.581	-0.355	0.512
ENSG00000228950		32180	-0.245	0.875	-0.726	-0.574
ENSG00000252752	RNU6-210P	32181	-0.245	-0.531	-0.826	0.933
ENSG00000230037	UBBP1	32182	-0.245	-0.513	0.731	-0.642
ENSG00000101574	METTL4	32183	-0.245	-1.126	-1.288	1.989
ENSG00000271642	MARK3P1	32184	-0.245	0.398	-0.554	-0.268
ENSG00000172489	OR5T3	32185	-0.245	0.036	0.596	-1.057
ENSG00000215520	RPS4XP4	32186	-0.245	0.703	-1.148	0.02
ENSG00000201746	RNU6-828P	32187	-0.245	0.46	-0.385	-0.5
ENSG00000261365		32188	-0.245	0.144	-1.765	1.196
ENSG00000273255	OR5BP1P	32189	-0.245	0.292	-0.339	-0.378
ENSG00000221118		32190	-0.245	-0.885	0.743	-0.283
ENSG00000236082		32191	-0.246	-0.369	0.516	-0.572
ENSG00000222120		32192	-0.246	-0.172	-0.153	-0.1
ENSG00000230052	MTND3P2	32193	-0.246	0.534	0.226	-1.185
ENSG00000233047	LINC01677	32194	-0.246	-0.445	-1.128	1.147
ENSG00000201469	RNA5SP379	32195	-0.246	1.144	-0.897	-0.673
ENSG00000250417	LINC02116	32196	-0.246	0.365	0.487	-1.278
ENSG00000154438	ASZ1	32197	-0.246	0.4	-0.606	-0.219
ENSG00000266804		32198	-0.246	0.405	-0.401	-0.43
ENSG00000243993		32199	-0.246	-0.086	-0.564	0.224
ENSG00000119720	NRDE2	32200	-0.246	-0.719	-1.299	1.592
ENSG00000229981	LINC01435	32201	-0.246	-0.712	0.568	-0.282
ENSG00000202444	RNU5E-6P	32202	-0.246	-1.08	1.076	-0.422
ENSG00000273523		32203	-0.246	0.365	-1.354	0.563
ENSG00000261326	LINC01355	32204	-0.246	0.214	-0.017	-0.623
ENSG00000267124		32205	-0.246	0.514	-0.54	-0.399
ENSG00000242791		32206	-0.246	0.217	-0.351	-0.292
ENSG00000255333		32207	-0.246	-0.22	-0.385	0.179
ENSG00000278899		32208	-0.246	-0.761	1.136	-0.802
ENSG00000150782	IL18	32209	-0.246	0.949	0.251	-1.626
ENSG00000262209	PCDHGB3	32210	-0.246	-1.266	0.819	0.021
ENSG00000176909	MAMSTR	32211	-0.246	-0.256	0.523	-0.693
ENSG00000183578	TNFAIP8L3	32212	-0.246	0.535	0.066	-1.028
ENSG00000211818	TRAV39	32213	-0.246	1.108	-0.246	-1.29
ENSG00000224875		32214	-0.246	0.369	-0.544	-0.251
ENSG00000228812	LAMA5-AS1	32215	-0.246	-1.149	-0.948	1.671
ENSG00000250170	RASA2-IT1	32216	-0.246	0.275	-0.305	-0.397
ENSG00000205106		32217	-0.247	1.097	-1.027	-0.497
ENSG00000186223		32218	-0.247	-0.241	0.08	-0.266
ENSG00000106133	NSUN5P2	32219	-0.247	-0.49	-0.488	0.551
ENSG00000239269	RPSAP4	32220	-0.247	-1.222	-0.038	0.833
ENSG00000259593	MTND5P40	32221	-0.247	0.754	-0.587	-0.594
ENSG00000229873	OGFR-AS1	32222	-0.247	-1.455	-1.194	2.222
ENSG00000163217	BMP10	32223	-0.247	0.087	-0.933	0.419
ENSG00000237072		32224	-0.247	-0.265	0.042	-0.204
ENSG00000268985		32225	-0.247	-0.394	0.653	-0.686
ENSG00000200406	SNORD114-23	32226	-0.247	-0.174	-0.194	-0.059
ENSG00000197429	IPP	32227	-0.247	-0.802	0.344	0.031
ENSG00000131944	FAAP24	32228	-0.247	-1.72	0.359	0.933
ENSG00000229305		32229	-0.247	0.726	0.514	-1.668
ENSG00000252884	RNU6-1213P	32230	-0.247	-0.212	0.233	-0.449
ENSG00000259898		32231	-0.247	-0.245	-1.184	1.002
ENSG00000140950	TLDC1	32232	-0.247	-1.257	1.129	-0.301
ENSG00000227513		32233	-0.247	-0.436	0.012	-0.005
ENSG00000176253	OR4K13	32234	-0.247	-0.103	-0.297	-0.029
ENSG00000252005	RNU4ATAC8P	32235	-0.247	-0.196	0.34	-0.573
ENSG00000230246	SPATA31C1	32236	-0.247	-0.218	0.235	-0.445
ENSG00000212643	ZRSR1	32237	-0.248	1.315	1.075	-2.819
ENSG00000276477		32238	-0.248	1.477	-0.854	-1.052
ENSG00000251942		32239	-0.248	-0.019	-0.027	-0.383
ENSG00000156273	BACH1	32240	-0.248	-0.505	-1.378	1.454
ENSG00000250490	LINC02145	32241	-0.248	-1.162	0.579	0.153
ENSG00000252263	RNU6-659P	32242	-0.248	0.146	-0.676	0.1
ENSG00000253917		32243	-0.248	-0.654	-0.122	0.347
ENSG00000213440	H2AFZP1	32244	-0.248	-0.403	0.848	-0.875
ENSG00000199805	RNU1-134P	32245	-0.248	0.043	-0.873	0.4
ENSG00000269833		32246	-0.248	-0.087	-0.292	-0.051
ENSG00000223855		32247	-0.248	-0.308	-0.047	-0.075
ENSG00000223800		32248	-0.248	-0.092	-0.084	-0.254
ENSG00000061656	SPAG4	32249	-0.248	-0.607	-0.3	0.478
ENSG00000161905	ALOX15	32250	-0.248	-0.328	0.332	-0.434
ENSG00000264696		32251	-0.248	-0.287	-0.349	0.206
ENSG00000233234		32252	-0.248	-0.42	-0.287	0.278
ENSG00000265339		32253	-0.248	-0.84	-0.411	0.821
ENSG00000137806	NDUFAF1	32254	-0.248	1.295	-2.054	0.329
ENSG00000185404	SP140L	32255	-0.248	0.679	1.746	-2.855
ENSG00000224788		32256	-0.248	-0.26	0.244	-0.414
ENSG00000234129		32257	-0.249	-0.277	-0.604	0.451
ENSG00000254204		32258	-0.249	-0.805	0.079	0.295
ENSG00000251467		32259	-0.249	0.67	-0.966	-0.134
ENSG00000131142	CCL25	32260	-0.249	-0.615	1.178	-0.994
ENSG00000116882	HAO2	32261	-0.249	-0.337	-0.629	0.535
ENSG00000201041	RNA5SP242	32262	-0.249	-0.168	0.387	-0.65
ENSG00000224822	THRB-IT1	32263	-0.249	-0.23	0.025	-0.226
ENSG00000153130	SCOC	32264	-0.249	0.078	-1.334	0.825
ENSG00000107816	LZTS2	32265	-0.249	-0.411	0.374	-0.395
ENSG00000203635		32266	-0.249	-0.224	-0.392	0.185
ENSG00000222064		32267	-0.249	0.453	-0.311	-0.574
ENSG00000234784		32268	-0.249	0.775	-0.915	-0.292
ENSG00000250271		32269	-0.249	-0.975	0.688	-0.144
ENSG00000231298	LINC00704	32270	-0.249	0.477	1.654	-2.563
ENSG00000254637	OR4A18P	32271	-0.249	-0.25	-0.25	0.069
ENSG00000204183	GDF5OS	32272	-0.249	-0.087	-0.641	0.297
ENSG00000267409		32273	-0.249	-0.211	-0.167	-0.054
ENSG00000167797	CDK2AP2	32274	-0.249	-0.386	-0.929	0.883
ENSG00000228914	OR1H1P	32275	-0.249	0.456	-1.243	0.356
ENSG00000224832	LINC01689	32276	-0.249	0.546	-0.19	-0.788
ENSG00000248652		32277	-0.25	-0.769	0.377	-0.04
ENSG00000124466	LYPD3	32278	-0.25	-0.374	0.445	-0.503
ENSG00000260511		32279	-0.25	-0.221	0.075	-0.286
ENSG00000266014		32280	-0.25	-0.085	-0.044	-0.304
ENSG00000134013	LOXL2	32281	-0.25	-0.02	-0.394	-0.019
ENSG00000225519		32282	-0.25	-0.61	-0.544	0.722
ENSG00000214142	RPL7P60	32283	-0.25	-0.482	0.123	-0.074
ENSG00000169763	PRYP3	32284	-0.25	1.441	0.151	-2.024
ENSG00000189046	ALKBH2	32285	-0.25	-0.42	-0.103	0.09
ENSG00000162733	DDR2	32286	-0.25	-0.567	-0.654	0.788
ENSG00000106540		32287	-0.25	0.07	-0.219	-0.284
ENSG00000235761	MTCO3P46	32288	-0.25	-0.641	0.253	-0.045
ENSG00000226024	COX5BP7	32289	-0.25	0.157	-0.919	0.328
ENSG00000243981		32290	-0.25	0.508	-0.608	-0.333
ENSG00000122678	POLM	32291	-0.25	0.716	0.242	-1.392
ENSG00000165914	TTC7B	32292	-0.25	-0.098	0.301	-0.637
ENSG00000230929		32293	-0.25	0.207	-1.2	0.56
ENSG00000184345	IQCF2	32294	-0.25	0.22	0.091	-0.744
ENSG00000207058	RNU6-784P	32295	-0.25	0.549	-0.505	-0.478
ENSG00000250541		32296	-0.25	0.539	-0.095	-0.877
ENSG00000230189		32297	-0.251	-1.366	0.995	-0.063
ENSG00000216171	MIR513C	32298	-0.251	-0.399	0.254	-0.29
ENSG00000255493		32299	-0.251	-0.468	0.805	-0.771
ENSG00000140398	NEIL1	32300	-0.251	0.166	1.21	-1.81
ENSG00000047579	DTNBP1	32301	-0.251	0.94	0.582	-1.956
ENSG00000250709	CCDC169-SOHLH2	32302	-0.251	1.222	-0.634	-1.023
ENSG00000167549	CORO6	32303	-0.251	-0.506	0.038	0.034
ENSG00000275025		32304	-0.251	-0.066	-0.05	-0.319
ENSG00000232505		32305	-0.251	-0.53	-0.539	0.634
ENSG00000253692	IGHEP1	32306	-0.251	0.401	-0.97	0.134
ENSG00000158966	CACHD1	32307	-0.251	0.408	0.234	-1.077
ENSG00000105954	NPVF	32308	-0.251	-0.074	0.488	-0.849
ENSG00000221614	MIR1185-2	32309	-0.251	-0.152	0.345	-0.628
ENSG00000276817		32310	-0.251	-1.364	0.946	-0.017
ENSG00000266156		32311	-0.251	0.452	-0.867	-0.02
ENSG00000171864	PRND	32312	-0.251	-0.036	-1.199	0.799
ENSG00000251972	RNU6-123P	32313	-0.251	-0.434	-0.423	0.421
ENSG00000222022		32314	-0.251	-0.812	2.436	-2.06
ENSG00000207266	RNU6-1241P	32315	-0.252	0.086	-0.475	-0.046
ENSG00000237838		32316	-0.252	-0.881	0.15	0.295
ENSG00000231316		32317	-0.252	0.066	0.284	-0.786
ENSG00000270666		32318	-0.252	0.847	-1.585	0.302
ENSG00000079313	REXO1	32319	-0.252	-0.881	0.182	0.263
ENSG00000111732	AICDA	32320	-0.252	-1.472	0.962	0.073
ENSG00000275101	MIR6766	32321	-0.252	-0.773	-0.086	0.422
ENSG00000266209		32322	-0.252	-0.472	0.396	-0.361
ENSG00000226868		32323	-0.252	-0.251	0.663	-0.849
ENSG00000270394	MTRNR2L13	32324	-0.252	0.575	-1.151	0.139
ENSG00000253587	IGHV3-30-2	32325	-0.252	-0.654	-0.947	1.164
ENSG00000238181	AHCYP2	32326	-0.253	-1.32	0.842	0.041
ENSG00000265568		32327	-0.253	0.447	-0.898	0.014
ENSG00000215343	ZNF705D	32328	-0.253	0.276	-0.861	0.147
ENSG00000232374	GPR79	32329	-0.253	-0.201	-1.266	1.029
ENSG00000177174	OR14C36	32330	-0.253	0.233	0.56	-1.231
ENSG00000265340	OR4K7P	32331	-0.253	0.447	0.845	-1.73
ENSG00000206654	RNU6-608P	32332	-0.253	0.155	-0.231	-0.363
ENSG00000166317	SYNPO2L	32333	-0.253	-0.619	-0.459	0.639
ENSG00000231909	MAP1LC3BP1	32334	-0.253	-0.24	-0.326	0.127
ENSG00000259815		32335	-0.253	-0.273	-1.14	0.974
ENSG00000140382	HMG20A	32336	-0.253	-0.098	0.857	-1.198
ENSG00000259565	KRT8P23	32337	-0.254	1.465	-1.222	-0.683
ENSG00000141084	RANBP10	32338	-0.254	-0.284	0.087	-0.242
ENSG00000266268		32339	-0.254	-0.585	0.879	-0.733
ENSG00000221673		32340	-0.254	0.092	0.063	-0.595
ENSG00000134697	GNL2	32341	-0.254	-0.4	0.965	-1.005
ENSG00000274173		32342	-0.254	-0.573	0.744	-0.61
ENSG00000104951	IL4I1	32343	-0.254	-1.186	1.356	-0.61
ENSG00000203362	POLH-AS1	32344	-0.254	0.112	-1.121	0.569
ENSG00000268471	LINC02486	32345	-0.254	-1.593	-0.447	1.6
ENSG00000257526		32346	-0.254	-0.748	-0.485	0.792
ENSG00000162928	PEX13	32347	-0.254	0.296	-0.495	-0.241
ENSG00000173068	BNC2	32348	-0.254	-1.843	1.344	0.059
ENSG00000211900	IGHJ6	32349	-0.254	0.632	-0.66	-0.413
ENSG00000275818	MIR6818	32350	-0.254	-0.489	-0.075	0.123
ENSG00000250725		32351	-0.255	-0.497	-0.005	0.061
ENSG00000233248	MTND6P9	32352	-0.255	0.556	-1.498	0.501
ENSG00000271379		32353	-0.255	-0.181	-0.443	0.183
ENSG00000250126		32354	-0.255	0.596	-0.511	-0.527
ENSG00000231537	MTCO3P10	32355	-0.255	0.286	-0.278	-0.45
ENSG00000228224	NACAP1	32356	-0.255	-0.136	-0.587	0.281
ENSG00000221141		32357	-0.255	-0.23	1.027	-1.239
ENSG00000254905		32358	-0.255	0.637	-1.386	0.307
ENSG00000184831	APOO	32359	-0.255	-0.723	-0.659	0.939
ENSG00000164651	SP8	32360	-0.255	0.483	-0.521	-0.404
ENSG00000165733	BMS1	32361	-0.255	0.237	-1.176	0.497
ENSG00000212219	RNU6-604P	32362	-0.255	-0.161	0.192	-0.473
ENSG00000000003	TSPAN6	32363	-0.255	0.016	0.559	-1.017
ENSG00000232164	LINC01873	32364	-0.255	-0.742	0.398	-0.098
ENSG00000238041		32365	-0.255	-0.37	0.289	-0.361
ENSG00000235858		32366	-0.255	-1.139	0.023	0.673
ENSG00000252185	RNU6-752P	32367	-0.255	-0.169	0.183	-0.457
ENSG00000227860	MTND5P18	32368	-0.255	0.765	0.112	-1.32
ENSG00000135972	MRPS9	32369	-0.255	0.251	-1.32	0.626
ENSG00000261457		32370	-0.256	-0.382	0.241	-0.301
ENSG00000134183	GNAT2	32371	-0.256	-1.501	0.792	0.267
ENSG00000263566		32372	-0.256	0.221	-0.768	0.104
ENSG00000200369	RNU6-666P	32373	-0.256	-0.229	0.152	-0.366
ENSG00000212344	RNU6-823P	32374	-0.256	-0.305	-0.404	0.267
ENSG00000254702		32375	-0.256	-0.222	0.038	-0.258
ENSG00000250296		32376	-0.256	0.704	-0.502	-0.645
ENSG00000196312	MFSD14C	32377	-0.256	-1.121	-0.889	1.567
ENSG00000165182	CXorf58	32378	-0.256	0.654	-0.698	-0.399
ENSG00000232892		32379	-0.256	0.199	-0.553	-0.089
ENSG00000225335		32380	-0.256	-1.248	0.401	0.404
ENSG00000251312		32381	-0.256	-0.155	0.106	-0.394
ENSG00000279538		32382	-0.256	-0.151	0.652	-0.945
ENSG00000230040	LINC00364	32383	-0.256	-0.892	-0.313	0.761
ENSG00000186481	ANKRD20A5P	32384	-0.256	-1.055	-0.174	0.786
ENSG00000238650	SNORD54	32385	-0.256	-0.532	1.182	-1.094
ENSG00000235834		32386	-0.256	0.166	-0.443	-0.167
ENSG00000223244		32387	-0.256	-0.121	-0.185	-0.138
ENSG00000212536	RNA5SP474	32388	-0.256	1.936	-1.012	-1.367
ENSG00000230501	ANKRD30BP3	32389	-0.256	0.234	-0.41	-0.268
ENSG00000259293	LIPC-AS1	32390	-0.256	-0.932	0.324	0.164
ENSG00000258798		32391	-0.257	-0.103	-0.319	-0.022
ENSG00000214135		32392	-0.257	-1.016	-0.318	0.891
ENSG00000272755		32393	-0.257	-0.076	0.629	-0.997
ENSG00000207797	MIR187	32394	-0.257	-0.956	-0.169	0.681
ENSG00000271558		32395	-0.257	-0.274	0.344	-0.514
ENSG00000203989	RHOXF2B	32396	-0.257	-0.414	-0.602	0.572
ENSG00000187048	CYP4A11	32397	-0.257	-0.163	0.186	-0.468
ENSG00000276951		32398	-0.257	0.493	-0.859	-0.078
ENSG00000236301	MRGPRG-AS1	32399	-0.257	0.698	-0.059	-1.083
ENSG00000270470		32400	-0.257	0.165	0.168	-0.778
ENSG00000088002	SULT2B1	32401	-0.257	-0.456	0.539	-0.528
ENSG00000145014	TMEM44	32402	-0.257	-1.08	1.028	-0.393
ENSG00000117501	MROH9	32403	-0.257	-0.81	-0.03	0.395
ENSG00000223819	PPIAP89	32404	-0.257	-0.52	0.199	-0.124
ENSG00000281560		32405	-0.257	0.418	0.153	-1.016
ENSG00000275481		32406	-0.257	0.073	-0.268	-0.25
ENSG00000121940	CLCC1	32407	-0.257	-0.579	-0.468	0.601
ENSG00000212086		32408	-0.257	-0.478	-0.609	0.641
ENSG00000254487		32409	-0.258	0.193	-0.589	-0.05
ENSG00000264725	MIR3129	32410	-0.258	-1.007	-0.089	0.65
ENSG00000276643		32411	-0.258	0.414	-0.108	-0.753
ENSG00000277861		32412	-0.258	0.492	-0.191	-0.748
ENSG00000258498	DIO3OS	32413	-0.258	0.938	-0.392	-0.993
ENSG00000148671	ADIRF	32414	-0.258	-0.69	1.102	-0.859
ENSG00000262038		32415	-0.258	0.375	-0.411	-0.41
ENSG00000204547	DEFB122	32416	-0.258	-0.147	-0.006	-0.294
ENSG00000237798		32417	-0.258	1.161	-1.28	-0.328
ENSG00000105072	C19orf44	32418	-0.258	-1.362	0.155	0.759
ENSG00000276384		32419	-0.258	0.239	0.037	-0.724
ENSG00000255183		32420	-0.258	0.041	-0.098	-0.39
ENSG00000103932	RPAP1	32421	-0.258	-1.84	-1.21	2.602
ENSG00000259259	NPM1P42	32422	-0.258	0.865	-0.393	-0.92
ENSG00000199092	MIR410	32423	-0.258	0.616	-0.106	-0.957
ENSG00000198090	KRTAP4-6	32424	-0.258	-0.676	0.008	0.22
ENSG00000258224		32425	-0.258	0.046	-0.416	-0.077
ENSG00000138135	CH25H	32426	-0.258	-1.573	0.315	0.811
ENSG00000274770	MIR6128	32427	-0.259	-0.021	-0.047	-0.381
ENSG00000165861	ZFYVE1	32428	-0.259	1.326	-0.117	-1.657
ENSG00000251485		32429	-0.259	-0.648	1.151	-0.951
ENSG00000258825		32430	-0.259	0.068	-0.402	-0.114
ENSG00000222821	RNU4-27P	32431	-0.259	-0.115	-0.167	-0.166
ENSG00000204993		32432	-0.259	0.626	-1.691	0.617
ENSG00000163975	MELTF	32433	-0.259	-1.131	-0.109	0.792
ENSG00000168398	BDKRB2	32434	-0.259	0.475	1.025	-1.949
ENSG00000197309	OR10D3	32435	-0.259	-0.68	0.414	-0.183
ENSG00000072210	ALDH3A2	32436	-0.259	1.323	-1.385	-0.387
ENSG00000257702	LBX2-AS1	32437	-0.259	-0.45	-0.986	0.988
ENSG00000235408	SNORA71B	32438	-0.259	-0.344	-0.019	-0.086
ENSG00000225750		32439	-0.259	-0.746	-0.332	0.628
ENSG00000248838	PGAM1P13	32440	-0.259	0.224	0.251	-0.924
ENSG00000226781	TBCAP1	32441	-0.26	-1.143	1.065	-0.371
ENSG00000275995		32442	-0.26	-0.165	-0.733	0.449
ENSG00000257373		32443	-0.26	0.831	-0.194	-1.087
ENSG00000248605		32444	-0.26	0.456	-0.799	-0.107
ENSG00000202343		32445	-0.26	1.167	-0.778	-0.839
ENSG00000253487	IGKV2-36	32446	-0.26	-0.307	0.778	-0.921
ENSG00000124092	CTCFL	32447	-0.26	-0.274	0.069	-0.246
ENSG00000224031	TCEAL3-AS1	32448	-0.26	-0.602	0.054	0.098
ENSG00000236842		32449	-0.26	-0.136	0.464	-0.778
ENSG00000271043	MTRNR2L2	32450	-0.26	0.695	-0.882	-0.264
ENSG00000261451		32451	-0.26	-2.06	1.604	0.006
ENSG00000214487	OR7E148P	32452	-0.26	-0.692	0.472	-0.231
ENSG00000013561	RNF14	32453	-0.26	0.554	0.971	-1.976
ENSG00000238357	RNU7-148P	32454	-0.26	0.329	-0.683	-0.097
ENSG00000273729		32455	-0.26	0.295	0.694	-1.44
ENSG00000147799	ARHGAP39	32456	-0.26	-0.292	1.268	-1.427
ENSG00000167822	OR8J3	32457	-0.26	0.355	-0.421	-0.385
ENSG00000189298	ZKSCAN3	32458	-0.26	-0.556	0.957	-0.852
ENSG00000245719		32459	-0.26	-0.445	-0.453	0.447
ENSG00000155966	AFF2	32460	-0.26	-0.84	0.495	-0.106
ENSG00000225264	ZNRF2P2	32461	-0.26	1.683	-0.52	-1.614
ENSG00000139737	SLAIN1	32462	-0.261	-0.971	0.374	0.146
ENSG00000264343	NOTCH2NL	32463	-0.261	-0.548	-0.355	0.452
ENSG00000254447	OR7E11P	32464	-0.261	-0.134	-0.033	-0.285
ENSG00000072042	RDH11	32465	-0.261	1.63	-2.144	0.062
ENSG00000266745	MIR3135A	32466	-0.261	-0.04	-0.125	-0.287
ENSG00000225815		32467	-0.261	0.039	0.375	-0.866
ENSG00000222121		32468	-0.261	-0.014	0.159	-0.596
ENSG00000273828		32469	-0.261	-0.83	-0.514	0.892
ENSG00000250893		32470	-0.261	0.385	-0.154	-0.683
ENSG00000251421		32471	-0.261	0.462	-0.258	-0.656
ENSG00000197079	KRT35	32472	-0.261	0.916	0.141	-1.509
ENSG00000227417		32473	-0.261	0.278	0.117	-0.847
ENSG00000072182	ASIC4	32474	-0.261	0.851	-0.801	-0.503
ENSG00000102879	CORO1A	32475	-0.261	1.009	-0.349	-1.112
ENSG00000269416	LINC01224	32476	-0.261	-0.329	0.238	-0.361
ENSG00000269578		32477	-0.261	-0.317	-0.31	0.174
ENSG00000226904		32478	-0.261	-0.127	0.152	-0.477
ENSG00000264749		32479	-0.261	-0.798	-0.186	0.531
ENSG00000166979	EVA1C	32480	-0.261	-1.034	1.582	-1.001
ENSG00000276023	DUSP14	32481	-0.262	-1.119	0.094	0.572
ENSG00000264332		32482	-0.262	-1.442	0.575	0.414
ENSG00000228295	LINC00392	32483	-0.262	0.156	-0.121	-0.488
ENSG00000186193	SAPCD2	32484	-0.262	-0.856	0.468	-0.065
ENSG00000224668	IPO8P1	32485	-0.262	0.119	0.237	-0.809
